Store ID,Transaction Type,Amount,Transaction Count,Date
10,Cash,795.58,98,7/30/2019
6,Cash,908.23,101,7/30/2019
3,Cash,1018.55,125,7/30/2019
2,Cash,442.29,55,7/30/2019
1,Cash,1035.01,96,7/30/2019
41,Alt. Currency,0,0,7/30/2019
40,Alt. Currency,0,0,7/30/2019
39,Alt. Currency,0,0,7/30/2019
38,Alt. Currency,0,0,7/30/2019
37,Alt. Currency,0,0,7/30/2019
23,Alt. Currency,0,0,7/30/2019
22,Alt. Currency,0,0,7/30/2019
21,Alt. Currency,0,0,7/30/2019
20,Alt. Currency,0,0,7/30/2019
19,Alt. Currency,0,0,7/30/2019
12,Alt. Currency,0,0,7/30/2019
11,Alt. Currency,0,0,7/30/2019
10,Alt. Currency,0,0,7/30/2019
6,Alt. Currency,0,0,7/30/2019
3,Alt. Currency,0,0,7/30/2019
2,Alt. Currency,0,0,7/30/2019
1,Alt. Currency,0,0,7/30/2019
